candidate_id,original_candidate_id,domain,method,title,problem_definition_clarity_10,technical_specificity_10,well_posedness_10,assumption_boundary_clarity_10,formalizability_10,nontriviality_10,scope_control_10,source_grounded_specificity_10,ambiguity_hygiene_10,overall_formulation_quality_10,recommended_action,confidence,strengths,weaknesses,cap_violations,rationale,novelty_caveat
Candidate 011,native_ai_scientist_v2_002,in_context_learning,NATIVE_AI_SCIENTIST_V2,Teaching by What NOT to Do: Negative Demonstrations for Robust In-Context Learning,7,6,4,5,5,7,6,4,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear core hypothesis about negative demonstrations improving ICL robustness"", ""Specific experimental design with systematic variation of negative demonstration proportions (0%, 10%, 25%, 50%, 75%, 100%)"", ""Well-defined target outcomes: robustness to distribution shift and reduced spurious correlations"", ""Goes beyond simple 'apply X to Y' by proposing a novel demonstration design paradigm"", ""Identifies concrete measurement dimensions: distribution shift robustness, spurious correlation susceptibility, information-theoretic properties""]","[""Missing formal problem statement significantly limits formalizability and well-posedness"", ""Key terms like 'negative demonstrations' and 'spurious correlations' lack precise definitions"", ""No explicit assumptions about model architecture, task types, or demonstration selection criteria"", ""Limited source grounding with only brief mentions of related work without detailed gap analysis"", ""Ambiguous scope - combines classification, reasoning, and OOD tasks without clear boundaries"", ""Missing specification of what constitutes a 'negative demonstration' versus a 'counterexample'""]",[],"This formulation presents a clear and potentially novel research direction in ICL by focusing on negative demonstrations as a robustness mechanism. The core hypothesis is well-articulated and the experimental design shows systematic thinking with specific proportion variations. However, the formulation suffers from significant gaps in formal specification. The absence of a formal problem statement, explicit assumptions, and precise definitions of key concepts limits its immediate formalizability. While the idea shows promise and nontriviality, substantial refinement is needed to transform this from a compelling research direction into a rigorous problem formulation.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 012,family:02,bandits,SGHA_FULL,Characterizing the Fundamental Limits of Robust Bayesian Exploration Under Non-Lipschitz Dynamics,8,7,7,8,7,8,4,8,7,6,PROMISING_NEEDS_REFINEMENT,HIGH,"[""Clear problem definition focused on characterizing fundamental limits rather than algorithmic design"", ""Strong technical specificity with formal mathematical setup including contexts, actions, and non-Lipschitz reward functions"", ""Explicit assumption boundary clarity regarding removal of Lipschitz continuity and Gaussian prior stability"", ""High nontriviality - shifts from algorithmic design to information-theoretic impossibility characterization"", ""Excellent source grounding with verified gaps and extensive supporting literature"", ""Good ambiguity hygiene acknowledging multiple undefined terms and their required clarifications""]","[""Poor scope control - combines multiple loosely related concepts (non-Lipschitz dynamics, adversarial poisoning, Bayesian exploration, information-theoretic limits)"", ""Missing precise definition of what constitutes 'non-Lipschitz' regime and specific function classes"", ""Adversarial model lacks specification of adversary capabilities and constraints"", ""Information-theoretic impossibility criterion not formally defined"", ""Phase transition characterization remains vague without concrete mathematical framework""]",[],"This formulation presents a theoretically ambitious and well-grounded research problem that shifts focus from algorithmic design to fundamental limits characterization. The technical setup is solid with clear mathematical notation and explicit assumption violations. However, the scope is too broad, combining multiple complex concepts (non-Lipschitz dynamics, adversarial poisoning, Bayesian exploration) without sufficient integration. The core ambiguities around defining the non-Lipschitz regime and information-theoretic criteria need resolution for the problem to be fully formalizable.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 013,family:01,in_context_learning,SGHA_FULL,Characterizing the Depth-Window Phase Transition in Linear Attention Mechanisms,8,7,7,8,7,7,8,8,8,7,PROMISING_NEEDS_REFINEMENT,HIGH,"[""Clear problem definition focused on characterizing phase transitions in Linear Attention mechanisms with specific depth and window parameters"", ""Well-structured formal problem statement with defined variables D, W, P(D,W) and critical thresholds D*, W*"", ""Strong source grounding with verified gap IDs and supporting papers addressing depth/window limits"", ""Excellent assumption boundary clarity - explicitly questions phase transition existence and acknowledges gradual vs. sharp boundary uncertainty"", ""Good ambiguity hygiene - honestly identifies missing definitions for 'functional vs. non-functional' thresholds and task complexity"", ""Focused scope on Linear Attention mechanisms in deep architectures rather than broad attention study"", ""Goes beyond simple 'apply X to Y' by seeking fundamental characterization of failure regimes""]","[""The performance metric P(D,W) lacks concrete definition - unclear if it's accuracy, loss, or some information-theoretic measure"", ""Missing specification of what constitutes the 'class of in-context learning tasks' and how task diversity affects the phase transition"", ""The formal problem statement doesn't specify how the critical thresholds D* and W* relate to each other - are they independent or coupled?"", ""Success criterion mentions 'unified characterization' but doesn't specify what mathematical or empirical form this should take""]",[],"This is a strong research problem formulation that moves beyond empirical validation to seek fundamental characterization of Linear Attention limitations. The problem is clearly bounded (Linear Attention, depth > 2 layers, phase transitions), technically specific with formal variables, and well-grounded in source literature. The formal problem statement provides a clear mathematical skeleton with P(D,W) and critical thresholds. However, the formulation needs refinement in defining the performance metric P and specifying the relationship between D* and W*. The candidate honestly acknowledges key ambiguities and questions its own assumptions about phase transition sharpness, demonstrating good scientific rigor.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 014,family:04,uncertainty_calibration_conformal_prediction_arxiv,SGHA_FULL,Calibrating Conformal Prediction Under Arbitrary Covariate Shift via Invariant Coverage Mechanisms,7,6,6,7,6,6,4,8,7,6,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear identification of the core problem: conformal prediction failure under covariate shift"", ""Well-articulated assumption boundary between i.i.d. and shifted regimes"", ""Strong source grounding with verified gaps and supporting papers"", ""Honest acknowledgment of key ambiguities including 'arbitrary covariate shift' definition"", ""Specific technical entities and variables defined with clear roles""]","[""Combines multiple loosely related concepts: impossibility theorems, constructive mechanisms, and distributionally robust optimization"", ""Essentially applies distributionally robust optimization to conformal prediction (apply X to Y pattern)"", ""Critical ambiguity in 'arbitrary covariate shift' undermines the core technical premise"", ""Measurement model properties are explicitly acknowledged as unclear"", ""Success criterion mixes theoretical (impossibility theorem) and algorithmic (bounded coverage error) objectives""]",[],"The formulation identifies a genuine research problem with clear motivation and good source grounding. However, it suffers from scope issues by bundling theoretical characterization with constructive mechanisms, and follows an 'apply X to Y' pattern. The core technical challenge is well-posed but the combination of 'arbitrary' shift with 'defined ambiguity set' creates a fundamental tension that needs resolution.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 015,native_ai_scientist_v2_001,in_context_learning,NATIVE_AI_SCIENTIST_V2,The ICL Information Bottleneck: When Demonstration Redundancy Hurts Performance,6,4,3,4,3,7,7,3,3,4,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear central hypothesis about information bottleneck in ICL with specific mechanism (attention saturation)"", ""Challenges a reasonable assumption in the field (more demonstrations always help)"", ""Focused scope on information density rather than bundling multiple concepts"", ""Non-trivial research question that goes beyond applying existing methods""]","[""Missing formal problem statement despite dealing with information-theoretic concepts"", ""Key terms like 'information density', 'attention saturation', and 'information efficiency' are undefined"", ""No explicit assumptions or problem setup provided"", ""Vague technical specificity - what constitutes 'redundancy' or 'interference' is unclear"", ""Limited source grounding with only brief mentions of related work"", ""Cannot be formalized without inventing major missing details about measurement and boundaries""]",[],"The candidate presents an interesting hypothesis about information bottlenecks in ICL that challenges conventional assumptions. The core problem is reasonably clear and focused. However, the formulation suffers from significant gaps: no formal problem statement, undefined key technical terms, and missing problem setup. While the idea has merit and novelty potential, it needs substantial refinement to become a rigorous research problem. The information-theoretic framing suggests formalizability, but critical details are missing.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 016,family:03,uncertainty_calibration_conformal_prediction_arxiv,SGHA_FULL,Characterizing the Fragility Boundary of Distribution-Free Conformal Prediction Under Extreme Label Shift,8,7,8,9,8,8,8,8,8,8,PROMISING_NEEDS_REFINEMENT,HIGH,"[""Clear problem statement focused on characterizing failure boundaries rather than validating specific methods"", ""Well-defined formal problem with explicit mathematical notation for distributions, shift parameters, and coverage"", ""Excellent assumption boundary clarity - explicitly identifies which assumptions are relaxed vs. kept"", ""Strong technical specificity with defined entities, variables, and objective function"", ""Good ambiguity hygiene - acknowledges key undefined terms like 'severe label shift' and 'fragility boundary'"", ""Source-grounded with verified gaps and supporting papers"", ""Focused scope on distribution-free conformal prediction under label shift""]","[""The term 'severe label shift' remains qualitatively defined despite being central to the problem"", ""The exact nature of the fragility boundary (threshold vs. region vs. phase transition) needs clarification"", ""The class C of distribution-free methods could be more precisely bounded""]","[""many_loose_concepts_but_scope_control_above_4""]","This is a strong research problem formulation that clearly defines the core question of characterizing failure boundaries in conformal prediction under label shift. The formal problem statement provides a solid mathematical foundation with well-defined variables and objectives. The candidate demonstrates good scientific rigor by explicitly acknowledging assumptions and identifying ambiguous terms. The problem is non-trivial as it seeks fundamental theoretical characterization rather than empirical validation of existing methods. While some key terms need further definition, the overall formulation provides a clear path toward rigorous investigation.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 017,native_ai_scientist_v2_001,bandits,NATIVE_AI_SCIENTIST_V2,Time-Varying Feedback Quality in Bandits: Adaptive Exploration with Uncertain Information Channels,6,5,4,4,4,6,7,4,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear identification of a specific gap in bandit literature regarding time-varying feedback quality"", ""Well-motivated problem with concrete real-world examples (network latency, sensor reliability, annotator fatigue)"", ""Focused scope on feedback quality dynamics rather than bundling multiple concepts"", ""Distinguishes itself from related work on delayed feedback and trust-aware bandits""]","[""Missing formal problem statement severely limits formalizability and well-posedness"", ""No explicit assumptions or problem setup provided, making the technical boundary unclear"", ""Key terms like 'feedback quality' and 'observation reliability' lack precise definitions"", ""No acknowledgment of missing definitions or ambiguous terms"", ""Limited source grounding with only brief mentions of related work"", ""Unclear how feedback quality mathematically relates to reward observations""]",[],"The candidate identifies a meaningful gap in bandit theory regarding time-varying feedback quality, which is well-motivated by practical considerations. However, the formulation suffers from critical missing components: no formal problem statement, undefined key technical terms, and missing problem setup. While the core idea has merit and novelty potential, the lack of mathematical precision prevents rigorous follow-up work. The problem is more than a simple 'apply X to Y' but needs substantial technical development to become a usable research formulation.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 018,native_ai_scientist_v2_001,offline_reinforcement_learning_arxiv,NATIVE_AI_SCIENTIST_V2,Density-Adaptive Conservative Value Functions for Offline Reinforcement Learning,7,6,4,5,5,7,8,6,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear identification of a specific limitation in existing offline RL methods (uniform conservatism)"", ""Well-motivated core insight about adapting conservatism based on local density structure"", ""Focused scope on density-adaptive conservatism rather than bundling multiple concepts"", ""Good technical intuition about safe vs risky regions based on data density"", ""Specific positioning relative to existing methods like CQL, BCQ, and IQL""]","[""Missing formal problem statement despite claiming theoretical analysis"", ""No explicit assumptions or problem setup provided"", ""Key technical concepts like 'local density' and 'density-dependent regularization' lack precise definitions"", ""Missing definitions for what constitutes 'safe extrapolation' vs 'risky extrapolation'"", ""No acknowledgment of ambiguous or missing definitions"", ""Unclear how density estimation errors might affect the approach""]",[],"This formulation identifies a concrete and well-motivated problem in offline RL: the suboptimality of uniform conservatism when data density varies across the state-action space. The core insight about density-adaptive conservatism is technically sound and represents a meaningful departure from existing global regularization approaches. However, the formulation suffers from significant gaps in technical precision. Critical concepts like 'local density,' the specific form of density-dependent regularization, and the formal relationship between density and conservatism level are not defined. The absence of formal problem setup and assumptions makes it difficult to assess well-posedness rigorously. While the idea shows promise and is clearly scoped, it needs substantial refinement to become a rigorous research problem formulation.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 019,family:03,in_context_learning,SGHA_FULL,Characterizing the Failure Regime of Linear Intervention Methods Under Neural Superposition,7,6,5,8,6,7,3,8,7,6,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear problem statement focused on characterizing failure boundaries of linear intervention methods"", ""Strong source grounding with verified gaps and supporting papers"", ""Explicit assumption boundary clarity regarding when linear independence assumptions break down"", ""Good ambiguity hygiene acknowledging missing definitions for key terms"", ""Formal mathematical framework with defined sets and operators""]","[""Combines multiple loosely related concepts (attention heads, superposition, intervention methods, failure regimes) reducing scope control"", ""Measurement model remains unclear despite formal variables - no specific metrics for efficacy vs disruption"", ""Missing rigorous definition of superposition density despite being central to the formulation"", ""Formalizability limited by undefined key concepts like entanglement quantification"", ""Well-posedness compromised by vague measurement and success criteria""]",[],"This formulation addresses an important theoretical question about the limits of linear intervention methods in mechanistic interpretability. The problem is clearly stated and well-grounded in source literature. However, it suffers from combining multiple complex concepts without sufficient precision in key definitions, particularly around measuring superposition density and intervention efficacy. The formal framework provides a skeleton but lacks operational specificity needed for rigorous follow-up.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 020,family:03,bandits,SGHA_FULL,Characterizing the Non-Convex Failure Regime of Diffusion-Based Contextual Bandits,7,6,6,7,6,7,6,8,7,6,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear focus on characterizing fundamental failure boundaries rather than algorithmic fixes"", ""Well-grounded in specific source papers and verified gaps"", ""Explicit acknowledgment of key ambiguities around non-convexity definitions"", ""Strong assumption boundary clarity with explicit relaxation of linear link functions"", ""Non-trivial theoretical contribution beyond routine algorithm application""]","[""Critical ambiguity in what constitutes 'non-convexity in the score landscape' undermines formalizability"", ""Success criterion lacks quantitative thresholds for failure regimes"", ""Formal problem statement uses undefined curvature conditions"", ""Multiple loosely connected concepts (diffusion models, contextual bandits, non-convex optimization) strain scope control"", ""Missing precise mathematical definitions for phase transition boundary""]","[""many_loose_concepts_but_scope_control_above_4""]","This formulation addresses a theoretically interesting question about fundamental limits of diffusion-based inference in bandits. The problem is well-motivated and goes beyond simple algorithm application to characterize impossibility boundaries. However, the core technical objects suffer from definitional ambiguity - particularly around what specific type of non-convexity causes failure and how to measure it. The formal problem statement mentions 'curvature and convexity conditions' without defining them precisely. While the candidate honestly acknowledges these ambiguities, they are central enough to limit formalizability.",Novelty potential judged only from provided text; no external novelty check performed.
